                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     800                                     1542                  1.2000000000000000E+001                  2.0000000000000000E-002                  1.7449538232789028E+007                  8.9958625402207781E+003                  1.2491291581147483E+004                  3.2173260744036896E+004                  3.8298874197107871E+001                 -2.8793685752720348E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5710645730420954E-002                  4.7624397358913800E-001                  9.2752018053800179E-008                  4.5365715363558412E-001                  2.0310137405916542E-002                  1.2000000000000000E+001                  0.0000000000000000E+000                  5.8662194445322546E+000                  1.8544519221767316E-004                  4.7389385058527811E+000                  6.0716368466299464E-001                  5.6351375753890313E-002                  6.3464760704641765E-001                  4.7566316932765453E-002                  3.0102160707300549E+000                  1.2359527516454258E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.8477113499930676E+005                  2.7520879810217366E+003                  3.7298053484442425E+006                  3.2159023187677190E+004                  1.9292993043711798E+004                  2.0884449670523627E+003                  1.3286369043863785E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.5066554773506300E+014                               "r22.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20231201"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.2000000000000000E+001                  1.5831860079850772E+000                  4.0966227206215002E+000                 -1.0288276874553093E+001                  2.1355837089163807E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1999999999987999E+001                  1.5831851613120711E+000                  4.0966647643432976E+000                 -1.0287985728621228E+001                  2.1358443989907401E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1999999999967180E+001                  1.5831836933849364E+000                  4.0967570979631933E+000                 -1.0287347139541200E+001                  2.1364165300304085E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1999999999915904E+001                  1.5831800831837257E+000                  4.0969544332178263E+000                 -1.0285985946735707E+001                  2.1376376016439584E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1999999999812998E+001                  1.5831728603017889E+000                  4.0973395897890281E+000                 -1.0283343173289067E+001                  2.1400143134423462E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1999999999614577E+001                  1.5831590166811147E+000                  4.0979751598019281E+000                 -1.0279020973148139E+001                  2.1439180991679678E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1999999999314532E+001                  1.5831382879634091E+000                  4.0990194240892812E+000                 -1.0272023348434995E+001                  2.1502831439458512E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1999999998792326E+001                  1.5831027805492439E+000                  4.1005115462526653E+000                 -1.0262230112769121E+001                  2.1592812241669637E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1999999998131775E+001                  1.5830588559495173E+000                  4.1021637668286530E+000                 -1.0251649507611271E+001                  2.1691201040274164E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.1999999997471225E+001                  1.5830159756890441E+000                  4.1044176665468566E+000                 -1.0237662053606320E+001                  2.1823263677331028E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.1999999996311537E+001                  1.5829430501523281E+000                  4.1072435401571283E+000                 -1.0220713794488930E+001                  2.1986030054075671E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.1999999995151846E+001                  1.5828728810343826E+000                  4.1099615220761851E+000                 -1.0205000012507679E+001                  2.2139733848599819E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.1999999994041506E+001                  1.5828080550105550E+000                  4.1125747351861133E+000                 -1.0190386981431796E+001                  2.2285094791753357E+000                  6.6606104020079548E-001                  3.1388031572548847E-001                  2.0058644073716048E-002                  1.3276017996222253E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.1999999992931162E+001                  1.5827453463310417E+000                  4.1151421928273431E+000                 -1.0176455525330859E+001                  2.2425827534865701E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.1999999991820822E+001                  1.5826845914191718E+000                  4.1176639231917687E+000                 -1.0163147142798591E+001                  2.2562217739083650E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.1999999990710482E+001                  1.5826256456602097E+000                  4.1207705386670925E+000                 -1.0147262840952202E+001                  2.2727700524212455E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.1999999989032633E+001                  1.5825397280967084E+000                  4.1235027929650547E+000                 -1.0133576056602024E+001                  2.2871957733969759E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.1999999988193709E+001                  1.5824980837052336E+000                  4.1252972021772285E+000                 -1.0124809297106198E+001                  2.2965569610203689E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.1999999987354782E+001                  1.5824572599018907E+000                  4.1283369199378068E+000                 -1.0110351504384022E+001                  2.3122117812627634E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.1999999985306820E+001                  1.5823608191170322E+000                  4.1325099243254177E+000                 -1.0090912549219340E+001                  2.3335155649054626E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.1999999983258855E+001                  1.5822685396958123E+000                  4.1365435265166299E+000                 -1.0072665470477357E+001                  2.3538398710147881E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.1999999981210893E+001                  1.5821800018380487E+000                  4.1404441396448188E+000                 -1.0055472375796516E+001                  2.3732708920580632E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.1999999979162931E+001                  1.5820948495247427E+000                  4.1438675326215311E+000                 -1.0040683217566370E+001                  2.3901793384158454E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.1999999977497419E+001                  1.5820278824768390E+000                  4.1468576840826596E+000                 -1.0028023734075799E+001                  2.4048147118991299E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.1999999975831907E+001                  1.5819628096413685E+000                  4.1497719348331064E+000                 -1.0015873231087099E+001                  2.4189812726826259E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.1999999974166395E+001                  1.5818995040899875E+000                  4.1526138091092486E+000                 -1.0004189139962655E+001                  2.4327081611024797E+000                  6.6606104020079560E-001                  3.1388031572548847E-001                  2.0058644073715937E-002                  1.3276017996222259E-029                  0.0000000000000000E+000                  0.0000000000000000E+000 
