                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     850                                     1622                  1.2000000000000000E+001                  2.0000000000000000E-002                  1.7592166944078308E+007                  2.5085035873106076E+003                  5.3506281757608403E+003                  2.6240905588052316E+004                  1.8850940640908681E+002                 -2.1720417749009928E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0519988825594613E-004                  3.2680688180553413E-001                  0.0000000000000000E+000                  6.4822490636357177E-001                  2.0581801407483884E-002                  1.2000000000000000E+001                  0.0000000000000000E+000                  5.8418097672875122E+000                  1.8541102160272746E-004                  4.6754601098661350E+000                  4.7553358524391326E-001                  5.2799289501402551E-002                  8.5213545555742276E-001                  5.3090238682317346E-002                  3.0529037680853066E+000                  1.2415081195642816E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4776644382581543E+006                  6.8553803565600515E+002                  4.5730129090757035E+006                  2.5631159460063573E+004                  6.9837441328368386E+003                  1.3870715667038605E+004                  5.5889711223921449E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.5516656755444556E+014                               "r22.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20231201"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.2000000000000000E+001                  2.2753330258926709E+000                  3.7284047767974409E+000                 -8.7400339913832426E+000                  2.7778610042872702E+000                  6.6247454328757238E-001                  3.1746061543082410E-001                  2.0064841281603574E-002                  2.3898535197280275E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1999999999987999E+001                  2.2753330256917481E+000                  3.7284047953580628E+000                 -8.7400338615497457E+000                  2.7778611525162589E+000                  6.6247454328755306E-001                  3.1746061543084336E-001                  2.0064841281603574E-002                  2.3898542342102221E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1999999999951953E+001                  2.2753330250881825E+000                  3.7284048232081966E+000                 -8.7400336667353891E+000                  2.7778613749329724E+000                  6.6247454328752409E-001                  3.1746061543087217E-001                  2.0064841281603796E-002                  2.3898553062867297E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1999999999915904E+001                  2.2753330244846155E+000                  3.7284048570093957E+000                 -8.7400334302930744E+000                  2.7778616448757374E+000                  6.6247454328742750E-001                  3.1746061543096876E-001                  2.0064841281603796E-002                  2.3898566074448853E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1999999999864452E+001                  2.2753330236231100E+000                  3.7284048967616794E+000                 -8.7400331522228765E+000                  2.7778619623444811E+000                  6.6247454328720667E-001                  3.1746061543118925E-001                  2.0064841281604018E-002                  2.3898581376842475E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1999999999812998E+001                  2.2753330227616058E+000                  3.7284049549629006E+000                 -8.7400327451017663E+000                  2.7778624271488264E+000                  6.6247454328670508E-001                  3.1746061543168974E-001                  2.0064841281605128E-002                  2.3898603781001173E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1999999999713786E+001                  2.2753330211004585E+000                  3.7284050316131681E+000                 -8.7400322089303977E+000                  2.7778630392883179E+000                  6.6247454328610444E-001                  3.1746061543228954E-001                  2.0064841281606016E-002                  2.3898633286921928E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1999999999614577E+001                  2.2753330194393144E+000                  3.7284051278915933E+000                 -8.7400315354616858E+000                  2.7778638081783122E+000                  6.6247454328459821E-001                  3.1746061543379311E-001                  2.0064841281608681E-002                  2.3898670348417951E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1999999999464553E+001                  2.2753330169274277E+000                  3.7284052437983637E+000                 -8.7400307246965756E+000                  2.7778647338179909E+000                  6.6247454328202604E-001                  3.1746061543636084E-001                  2.0064841281613122E-002                  2.3898714965460859E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.1999999999314532E+001                  2.2753330144155446E+000                  3.7284054026167737E+000                 -8.7400296137721938E+000                  2.7778660021463457E+000                  6.6247454327822419E-001                  3.1746061544015614E-001                  2.0064841281619672E-002                  2.3898776100620185E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.1999999999053431E+001                  2.2753330100437714E+000                  3.7284056043475053E+000                 -8.7400282026909917E+000                  2.7778676131604199E+000                  6.6247454327040722E-001                  3.1746061544795950E-001                  2.0064841281633328E-002                  2.3898853753686891E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.1999999998792328E+001                  2.2753330056720089E+000                  3.7284058328005512E+000                 -8.7400266047059283E+000                  2.7778694375617978E+000                  6.6247454325974930E-001                  3.1746061545859916E-001                  2.0064841281651535E-002                  2.3898941692415478E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.1999999998462052E+001                  2.2753330001421017E+000                  3.7284060879765226E+000                 -8.7400248198192880E+000                  2.7778714753478266E+000                  6.6247454324394572E-001                  3.1746061547437548E-001                  2.0064841281678847E-002                  2.3899039916627463E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.1999999998131777E+001                  2.2753329946122189E+000                  3.7284064707428133E+000                 -8.7400221425067439E+000                  2.7778745320090925E+000                  6.6247454321372889E-001                  3.1746061550453997E-001                  2.0064841281731138E-002                  2.3899187252274117E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.1999999997471226E+001                  2.2753329835525200E+000                  3.7284071739294640E+000                 -8.7400172240885503E+000                  2.7778801473297703E+000                  6.6247454314391330E-001                  3.1746061557423488E-001                  2.0064841281851820E-002                  2.3899457919925667E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.1999999996311539E+001                  2.2753329641358624E+000                  3.7284080699612208E+000                 -8.7400109570684865E+000                  2.7778873023591042E+000                  6.6247454301814857E-001                  3.1746061569978246E-001                  2.0064841282068979E-002                  2.3899802804870450E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.1999999995151848E+001                  2.2753329447194850E+000                  3.7284093759078729E+000                 -8.7400018234370691E+000                  2.7778977302245531E+000                  6.6247454278448659E-001                  3.1746061593304059E-001                  2.0064841282472878E-002                  2.3900305449669953E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.1999999992931167E+001                  2.2753329075399615E+000                  3.7284110918230629E+000                 -8.7399898234471465E+000                  2.7779114306937722E+000                  6.6247454236163217E-001                  3.1746061635516443E-001                  2.0064841283203405E-002                  2.3900965844496157E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.1999999990710483E+001                  2.2753328703614564E+000                  3.7284140375970187E+000                 -8.7399692245142351E+000                  2.7779349488328733E+000                  6.6247454145858209E-001                  3.1746061725665403E-001                  2.0064841284763935E-002                  2.3902099494269456E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.1999999985306824E+001                  2.2753327798980094E+000                  3.7284204302865613E+000                 -8.7399245314249754E+000                  2.7779859765742922E+000                  6.6247453852637328E-001                  3.1746062018379612E-001                  2.0064841289830548E-002                  2.3904559266007654E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.1999999974166400E+001                  2.2753325934136157E+000                  3.7284289366191530E+000                 -8.7398650845291037E+000                  2.7780538521790259E+000                  6.6247453347910046E-001                  3.1746062522234769E-001                  2.0064841298551794E-002                  2.3907831351892089E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.1999999963297395E+001                  2.2753324114972573E+000                  3.7284400142806922E+000                 -8.7397201524197410E+000                  2.7781422192942045E+000                  6.6231979350483461E-001                  3.1761509781710318E-001                  2.0065108678062216E-002                  2.3904640258059678E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.1999999945507263E+001                  2.2753321138397129E+000                  3.7284597128047596E+000                 -8.7395826070622018E+000                  2.7782992808854674E+000                  6.6231977471872572E-001                  3.1761511657075076E-001                  2.0065108710523472E-002                  2.3912211245406452E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.1999999912345075E+001                  2.2753315591569989E+000                  3.7284899521215031E+000                 -8.7393717206855772E+000                  2.7785401262937657E+000                  6.6231974222262302E-001                  3.1761514901070254E-001                  2.0065108766674444E-002                  2.3923823574326248E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.1999999867339245E+001                  2.2753308067353673E+000                  3.7285440757264632E+000                 -8.7389094752101109E+000                  2.7789705509378453E+000                  6.6212396702539622E-001                  3.1781058592251443E-001                  2.0065447052089347E-002                  2.3935145342124623E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.1999999772540786E+001                  2.2753292235380091E+000                  3.7286405085796179E+000                 -8.7381650518319134E+000                  2.7797352487026710E+000                  6.6195146213358380E-001                  3.1798279534878171E-001                  2.0065742517634488E-002                  2.3963717748152601E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.1999999618622830E+001                  2.2753266573713011E+000                  3.7287465456131739E+000                 -8.7373773744472896E+000                  2.7805723116466456E+000                  6.6182380183782052E-001                  3.1811023698945246E-001                  2.0065961172726965E-002                  2.3997962839218833E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.1999999499791652E+001                  2.2753246797409750E+000                  3.7289063278752304E+000                 -8.7361610218009140E+000                  2.7818281552427866E+000                  6.6155145726304654E-001                  3.1838211846811115E-001                  2.0066424268842309E-002                  2.4045470131251935E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.1999999208438137E+001                  2.2753198443806126E+000                  3.7292793681302068E+000                 -8.7333011397198206E+000                  2.7847321513298104E+000                  6.6080561655415393E-001                  3.1912669475266503E-001                  2.0067688693180985E-002                  2.4149795330587453E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.1999998546773513E+001                  2.2753089347452859E+000                  3.7297854597196212E+000                 -8.7297953824606047E+000                  2.7885957638048922E+000                  6.6047508647616082E-001                  3.1945666504956305E-001                  2.0068248474276129E-002                  2.4321187840118208E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.1999997930706900E+001                  2.2752988578739131E+000                  3.7306413854703102E+000                 -8.7238556213889336E+000                  2.7949846910215852E+000                  6.5955821824554872E-001                  3.2037198433562558E-001                  2.0069797418825752E-002                  2.4587714982156920E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.1999996408996703E+001                  2.2752743027472602E+000                  3.7323913721411248E+000                 -8.7127718684348352E+000                  2.8074155377341166E+000                  6.5865802258320505E-001                  3.2127066123048004E-001                  2.0071316186314858E-002                  2.5154522394886103E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.1999993681011887E+001                  2.2752313817666168E+000                  3.7350654292647238E+000                 -8.6975591241666734E+000                  2.8248282722262097E+000                  6.5759101160960876E-001                  3.2233587429827099E-001                  2.0073114092120203E-002                  2.5966966504186594E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.1999990250304503E+001                  2.2751792453466648E+000                  3.7382226855845384E+000                 -8.6820693220805119E+000                  2.8432419927793635E+000                  6.5705456545242136E-001                  3.2287141819623488E-001                  2.0074016351343760E-002                  2.6865988196477558E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.1999986897238749E+001                  2.2751300570499757E+000                  3.7413620078998555E+000                 -8.6685959713298022E+000                  2.8596387193293644E+000                  6.5653803601337835E-001                  3.2338708078164230E-001                  2.0074883204979299E-002                  2.7669012775635027E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.1999983965543347E+001                  2.2750883507606603E+000                  3.7457396232837792E+000                 -8.6523247879294729E+000                  2.8802031390834943E+000                  6.5628484786305785E-001                  3.2363984564964698E-001                  2.0075306487295164E-002                  2.8703214834154409E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      37                  1.1999978675253066E+001                  2.2750158299980470E+000                  3.7509192858406983E+000                 -8.6370510225905868E+000                  2.9006248963920869E+000                  6.5609437730135589E-001                  3.2382999778098515E-001                  2.0075624917659018E-002                  2.9713435953612292E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      38                  1.1999975411804183E+001                  2.2749726224616200E+000                  3.7541589935401567E+000                 -8.6286205529580364E+000                  2.9119924554390697E+000                  6.5531089563710365E-001                  3.2461218193574309E-001                  2.0076922427153310E-002                  3.0223577467999407E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      39                  1.1999973738692800E+001                  2.2749508917232943E+000                  3.7563039050132989E+000                 -8.6237350482434660E+000                  2.9190540984142324E+000                  6.5531089045829660E-001                  3.2461218710597350E-001                  2.0076922435729894E-002                  3.0565506261757515E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  1.1999972280082877E+001                  2.2749321562794114E+000                  3.7592986940066586E+000                 -8.6174593088050226E+000                  2.9283586880283274E+000                  6.5527808001076981E-001                  3.2464494474172673E-001                  2.0076975247503404E-002                  3.1007313151052397E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      41                  1.1999969534464203E+001                  2.2748973890920818E+000                  3.7628992421228413E+000                 -8.6110423758819756E+000                  2.9384434092763523E+000                  6.5527807963513329E-001                  3.2464494511675862E-001                  2.0076975248108031E-002                  3.1468886019996567E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
